270.62500,933.00000,8.66000,108,112,81
266.31250,932.84375,13.12000,73,100,25
271.37500,932.21875,8.42000,149,147,126
274.03125,933.18750,8.38000,119,135,82
272.93750,932.09375,8.51000,116,110,94
270.96875,932.43750,8.69000,165,163,144
272.25000,932.12500,8.56000,142,134,109
272.50000,933.15625,8.38000,137,132,110
264.06250,933.84375,12.17000,74,93,37
273.93750,932.84375,8.51000,62,79,62
266.56250,932.56250,13.35000,98,125,43
273.21875,931.75000,8.19000,136,137,122
273.40625,932.40625,8.76000,71,71,61
271.93750,933.21875,8.53000,107,104,85
271.68750,932.31250,8.73000,139,135,117
272.03125,932.15625,8.23000,109,105,89
273.68750,933.21875,8.71000,145,149,122
264.15625,933.06250,13.29000,73,96,26
263.96875,933.37500,12.20000,54,73,28
273.21875,932.37500,8.71000,117,118,100
272.00000,932.15625,8.67000,120,114,98
263.90625,933.96875,12.02000,48,66,32
264.09375,933.40625,12.34000,64,88,28
273.37500,932.53125,8.73000,103,103,86
266.84375,932.78125,12.91000,101,126,42
264.06250,933.71875,12.23000,77,98,43
273.15625,932.21875,8.64000,154,151,130
266.56250,932.65625,13.14000,89,117,40
274.06250,932.93750,8.18000,101,108,79
270.93750,932.75000,8.69000,101,102,84
264.18750,933.37500,12.78000,92,123,45
266.50000,933.40625,13.64000,100,121,41
271.78125,933.81250,8.17000,109,112,95
264.00000,934.06250,12.12000,90,107,53
263.84375,933.50000,11.98000,61,82,36
264.28125,933.62500,12.56000,67,84,28
266.68750,932.71875,12.96000,94,120,34
264.21875,933.46875,12.70000,96,120,48
266.68750,932.68750,12.99000,95,121,35
264.87500,932.68750,13.48000,94,123,37
265.31250,932.43750,13.38000,76,103,25
266.25000,932.96875,13.09000,77,102,31
273.59375,933.53125,8.12000,128,131,110
263.90625,933.62500,12.06000,66,86,40
272.93750,932.43750,8.67000,109,110,104
273.65625,932.59375,8.62000,121,132,94
271.56250,933.15625,8.52000,97,100,78
272.93750,932.43750,8.81000,96,94,81
265.78125,932.31250,13.44000,114,140,55
273.50000,932.65625,8.62000,110,119,88
264.00000,934.03125,12.11000,92,109,54
273.81250,933.28125,8.57000,129,133,106
266.03125,932.56250,13.17000,79,103,28
273.53125,932.18750,8.61000,144,142,119
264.06250,933.81250,12.21000,71,91,32
273.06250,933.18750,8.61000,123,125,114
274.06250,932.96875,8.17000,107,111,88
270.46875,932.12500,8.13000,98,95,77
266.28125,932.46875,13.37000,89,111,31
273.90625,932.81250,8.63000,69,86,62
263.84375,933.56250,12.00000,63,83,38
273.21875,933.03125,8.61000,118,120,103
274.06250,932.81250,8.75000,102,108,83
266.43750,932.81250,13.06000,83,109,38
272.78125,931.87500,8.20000,142,142,115
264.15625,933.12500,13.29000,92,119,44
273.75000,933.37500,8.51000,123,127,104
266.93750,932.96875,12.32000,123,139,81
266.03125,933.71875,13.78000,111,133,51
273.90625,932.78125,8.41000,74,84,61
273.06250,932.87500,8.84000,127,126,107
264.28125,933.34375,13.18000,61,83,23
264.00000,933.43750,12.20000,56,76,28
272.00000,931.96875,8.22000,125,120,103
266.25000,932.87500,13.02000,80,107,31
264.06250,933.75000,12.22000,68,89,32
265.65625,932.68750,13.30000,86,124,36
264.93750,932.81250,13.50000,85,119,38
273.18750,933.31250,8.39000,135,138,118
273.31250,933.59375,8.11000,105,112,93
273.62500,932.78125,8.63000,116,126,94
273.03125,932.75000,8.83000,127,128,115
274.21875,933.21875,8.20000,120,139,81
273.06250,933.34375,8.57000,148,150,126
263.87500,933.71875,12.02000,56,74,29
273.50000,933.09375,8.75000,105,107,83
265.84375,932.31250,13.38000,108,134,49
265.78125,932.87500,13.60000,99,125,35
271.93750,932.56250,8.78000,102,106,83
271.37500,932.28125,8.67000,151,150,128
273.46875,932.25000,8.67000,155,153,129
273.96875,932.56250,8.82000,98,106,75
264.06250,933.56250,12.20000,67,87,33
270.93750,932.09375,8.15000,148,152,125
272.68750,932.25000,8.59000,177,169,147
264.31250,933.28125,13.29000,63,86,21
264.15625,933.46875,12.34000,76,96,37
273.81250,932.84375,8.70000,97,108,87
272.90625,931.75000,8.19000,146,145,119
271.25000,932.43750,8.67000,145,143,127
265.96875,933.34375,13.67000,106,133,46
264.25000,933.31250,13.13000,67,89,21
272.90625,933.62500,8.21000,113,122,97
273.62500,932.21875,8.63000,155,153,130
271.59375,931.93750,8.38000,118,114,102
266.34375,932.78125,13.12000,76,104,27
274.09375,933.06250,8.23000,132,151,84
273.18750,933.59375,8.00000,103,109,94
265.90625,932.21875,13.33000,71,92,19
266.53125,932.06250,12.80000,91,113,42
273.15625,932.90625,8.81000,135,138,120
270.90625,931.96875,8.15000,139,144,114
273.18750,933.21875,8.41000,118,120,109
266.46875,932.09375,13.41000,114,129,51
273.18750,932.03125,8.41000,140,143,125
273.43750,933.53125,8.22000,115,120,99
273.00000,933.62500,7.99000,115,129,96
273.03125,933.46875,8.38000,124,128,113
271.62500,933.87500,8.10000,112,114,100
274.00000,932.90625,8.30000,102,113,72
264.03125,933.34375,12.34000,69,91,42
272.37500,931.90625,8.53000,108,103,88
270.78125,932.12500,8.25000,119,119,99
272.84375,933.62500,8.02000,100,112,82
266.31250,933.40625,13.60000,75,94,26
272.25000,933.21875,8.38000,105,103,84
272.96875,933.53125,8.35000,128,133,117
271.06250,933.09375,8.64000,128,124,107
264.03125,933.71875,12.17000,67,87,34
264.28125,933.31250,13.17000,66,88,24
264.28125,932.87500,13.53000,99,123,46
270.59375,932.00000,8.16000,113,112,92
273.71875,932.25000,8.69000,162,157,137
272.09375,933.84375,7.99000,90,94,69
265.96875,933.68750,13.78000,120,141,55
273.62500,931.93750,8.29000,155,149,130
272.81250,932.18750,8.57000,160,150,130
266.31250,933.59375,13.67000,96,114,39
264.78125,932.96875,13.55000,70,96,25
264.25000,933.12500,13.43000,99,121,45
273.50000,932.96875,8.71000,117,121,98
272.53125,931.90625,8.14000,122,115,94
263.96875,933.65625,12.12000,81,102,51
271.62500,932.18750,8.38000,132,129,107
273.28125,933.56250,8.18000,107,114,96
273.06250,933.46875,8.34000,118,123,107
273.37500,933.53125,8.17000,99,106,88
271.18750,932.28125,8.58000,140,139,117
266.31250,932.09375,13.37000,96,116,39
272.40625,933.21875,8.25000,114,110,94
266.12500,932.93750,13.04000,87,121,29
266.40625,932.96875,12.99000,93,122,55
265.87500,932.87500,13.46000,77,106,29
272.34375,932.65625,8.78000,105,110,81
266.40625,933.28125,13.63000,113,135,53
264.31250,932.90625,13.54000,89,113,34
273.56250,932.50000,8.83000,79,80,67
264.37500,933.28125,13.48000,62,89,24
264.15625,933.40625,12.62000,71,98,31
266.93750,932.96875,12.32000,123,138,80
266.46875,932.59375,13.24000,83,111,28
273.25000,933.25000,8.37000,128,132,118
273.40625,933.43750,8.37000,100,105,91
272.53125,932.53125,8.68000,93,93,80
271.50000,932.12500,8.19000,116,113,95
273.87500,932.75000,8.70000,106,116,91
265.62500,933.37500,13.46000,99,127,53
271.81250,932.12500,8.24000,78,74,58
266.09375,932.15625,13.45000,127,143,56
273.25000,933.37500,8.36000,127,131,117
271.34375,932.00000,8.19000,108,106,93
265.93750,933.75000,13.79000,108,130,49
265.78125,933.25000,13.51000,82,108,35
265.71875,933.06250,13.63000,94,125,35
273.37500,932.21875,8.58000,175,171,143
266.06250,933.12500,13.54000,113,140,49
272.25000,932.00000,8.18000,131,124,105
273.31250,931.93750,8.31000,144,138,121
272.25000,932.00000,8.63000,109,102,86
273.56250,932.12500,8.49000,159,154,130
272.65625,932.71875,8.67000,73,73,61
266.06250,932.21875,13.48000,120,141,55
272.93750,932.37500,8.77000,89,87,71
273.00000,933.21875,8.73000,133,133,111
273.06250,933.18750,8.58000,142,142,122
266.46875,933.43750,13.65000,89,111,32
272.34375,933.25000,8.34000,116,113,95
265.06250,932.59375,13.46000,102,131,49
273.09375,933.15625,8.48000,124,126,115
273.12500,933.40625,8.37000,120,124,103
272.75000,933.50000,7.99000,98,102,80
272.78125,933.50000,8.03000,103,105,85
273.25000,932.96875,8.70000,135,139,122
272.96875,932.40625,8.66000,118,119,113
266.21875,933.03125,13.39000,106,134,48
266.87500,932.84375,12.84000,93,119,36
264.03125,933.25000,12.79000,62,80,33
273.96875,932.68750,8.44000,130,133,112
272.87500,933.65625,8.00000,87,102,63
272.50000,933.50000,8.06000,115,114,91
272.46875,933.50000,8.01000,101,102,81
271.15625,933.31250,8.42000,138,134,113
264.31250,933.25000,13.40000,61,85,14
266.90625,932.78125,12.61000,103,130,45
266.62500,932.81250,12.92000,81,106,37
272.84375,931.90625,8.27000,128,129,103
270.68750,932.84375,8.73000,93,103,72
265.84375,933.50000,13.67000,106,134,51
273.43750,931.96875,8.45000,155,151,131
266.03125,933.00000,13.49000,99,132,40
273.00000,931.81250,8.27000,133,133,111
266.31250,933.31250,13.65000,91,113,33
266.00000,932.75000,13.19000,89,117,36
265.90625,933.34375,13.61000,104,131,51
265.93750,932.31250,13.29000,79,102,25
271.37500,932.28125,8.66000,130,128,109
273.06250,933.40625,8.46000,145,149,125
265.71875,933.37500,13.25000,76,101,33
270.56250,932.40625,8.72000,138,142,115
273.25000,932.78125,8.78000,142,146,127
266.87500,932.71875,12.67000,100,127,40
266.00000,932.37500,13.19000,76,99,25
264.43750,932.90625,13.46000,75,101,28
271.34375,932.18750,8.35000,158,156,133
264.46875,932.96875,13.47000,124,153,63
271.00000,932.25000,8.53000,138,139,114
270.90625,932.31250,8.55000,141,138,113
266.15625,932.59375,13.17000,114,138,56
266.46875,932.56250,13.31000,88,112,29
266.15625,933.25000,13.65000,97,120,35
270.71875,932.56250,8.74000,97,115,76
273.18750,933.59375,8.05000,106,111,96
270.59375,933.00000,8.69000,102,107,76
273.06250,933.37500,8.65000,138,140,126
271.06250,932.53125,8.65000,115,113,96
265.75000,932.43750,13.39000,82,110,29
266.31250,932.96875,13.10000,83,109,35
271.34375,932.15625,8.27000,134,134,111
265.53125,932.46875,13.35000,95,126,40
266.59375,932.46875,13.39000,123,147,61
272.31250,933.34375,8.20000,114,110,91
265.65625,933.40625,13.45000,87,110,45
266.31250,933.06250,13.46000,105,127,47
266.03125,933.28125,13.69000,125,152,63
264.31250,933.00000,13.55000,75,99,22
264.00000,934.00000,12.12000,94,111,56
272.90625,932.93750,8.77000,132,129,112
273.09375,932.06250,8.32000,136,130,112
266.09375,932.46875,13.23000,112,137,55
274.03125,933.12500,8.34000,120,134,86
272.93750,931.90625,8.31000,130,131,112
266.15625,933.43750,13.67000,102,124,45
276.15625,931.84375,8.60000,144,141,127
273.40625,932.62500,8.76000,105,113,82
272.65625,933.31250,8.18000,88,89,71
270.78125,932.21875,8.40000,118,118,97
265.65625,932.65625,13.31000,86,119,35
272.37500,932.59375,8.78000,94,96,74
272.81250,932.15625,8.57000,138,130,112
270.93750,933.37500,8.49000,82,83,70
266.40625,932.21875,13.41000,114,132,52
273.68750,932.96875,8.77000,106,113,95
271.34375,933.00000,8.57000,93,90,73
273.71875,932.28125,8.73000,113,108,91
272.06250,932.40625,8.77000,124,121,103
272.75000,931.75000,8.16000,126,121,101
273.03125,932.06250,8.34000,145,138,119
270.40625,932.46875,8.70000,165,164,140
273.15625,932.53125,8.78000,103,102,92
273.87500,932.96875,8.38000,114,118,95
270.56250,932.59375,8.74000,98,120,68
